"time","x_coords","y_coords","s","dis","dir","event","nflId","displayName","jerseyNumber","team","frame.id","gameId","playId"
"2017-09-08T03:14:51Z",38.58,31.85,0.07,0.01,309.06,NA,2495116,"Allen Bailey",97,"away",1,2017090700,3409
"2017-09-08T03:14:51Z",38.58,31.86,0.07,0.01,325.41,NA,2495116,"Allen Bailey",97,"away",2,2017090700,3409
"2017-09-08T03:14:51Z",38.58,31.85,0.08,0.01,339.99,NA,2495116,"Allen Bailey",97,"away",3,2017090700,3409
"2017-09-08T03:14:51Z",38.57,31.85,0.11,0.01,338.36,NA,2495116,"Allen Bailey",97,"away",4,2017090700,3409
"2017-09-08T03:14:52Z",38.57,31.84,0.04,0.01,286.83,NA,2495116,"Allen Bailey",97,"away",5,2017090700,3409
"2017-09-08T03:14:52Z",38.56,31.85,0.04,0.01,226.75,NA,2495116,"Allen Bailey",97,"away",6,2017090700,3409
"2017-09-08T03:14:52Z",38.56,31.86,0.04,0.01,219.02,NA,2495116,"Allen Bailey",97,"away",7,2017090700,3409
"2017-09-08T03:14:52Z",38.55,31.86,0.05,0,284.05,NA,2495116,"Allen Bailey",97,"away",8,2017090700,3409
"2017-09-08T03:14:52Z",38.55,31.86,0.07,0,266.98,NA,2495116,"Allen Bailey",97,"away",9,2017090700,3409
"2017-09-08T03:14:52Z",38.55,31.86,0.21,0.01,268.36,NA,2495116,"Allen Bailey",97,"away",10,2017090700,3409
"2017-09-08T03:14:52Z",38.54,31.86,0.39,0,269.84,NA,2495116,"Allen Bailey",97,"away",11,2017090700,3409
"2017-09-08T03:14:52Z",38.54,31.86,0.57,0,272.12,NA,2495116,"Allen Bailey",97,"away",12,2017090700,3409
"2017-09-08T03:14:52Z",38.54,31.86,0.68,0,272.22,NA,2495116,"Allen Bailey",97,"away",13,2017090700,3409
"2017-09-08T03:14:52Z",38.53,31.86,0.8,0,271.17,NA,2495116,"Allen Bailey",97,"away",14,2017090700,3409
"2017-09-08T03:14:53Z",38.52,31.86,0.9,0.01,270.44,"ball_snap",2495116,"Allen Bailey",97,"away",15,2017090700,3409
"2017-09-08T03:14:53Z",38.52,31.86,0.96,0.01,268.83,NA,2495116,"Allen Bailey",97,"away",16,2017090700,3409
"2017-09-08T03:14:53Z",38.5,31.85,1.05,0.01,265.6,NA,2495116,"Allen Bailey",97,"away",17,2017090700,3409
"2017-09-08T03:14:53Z",38.45,31.85,1.14,0.05,264.54,NA,2495116,"Allen Bailey",97,"away",18,2017090700,3409
"2017-09-08T03:14:53Z",38.21,31.84,1.23,0.24,262.97,NA,2495116,"Allen Bailey",97,"away",19,2017090700,3409
"2017-09-08T03:14:53Z",37.87,31.85,1.33,0.33,260.95,NA,2495116,"Allen Bailey",97,"away",20,2017090700,3409
"2017-09-08T03:14:53Z",37.56,31.89,1.44,0.32,258.29,NA,2495116,"Allen Bailey",97,"away",21,2017090700,3409
"2017-09-08T03:14:53Z",37.35,31.9,1.53,0.2,258.2,NA,2495116,"Allen Bailey",97,"away",22,2017090700,3409
"2017-09-08T03:14:53Z",37.13,31.87,1.65,0.22,255.46,NA,2495116,"Allen Bailey",97,"away",23,2017090700,3409
"2017-09-08T03:14:53Z",36.95,31.86,1.76,0.19,253.86,NA,2495116,"Allen Bailey",97,"away",24,2017090700,3409
"2017-09-08T03:14:54Z",36.83,31.82,1.81,0.13,253.85,NA,2495116,"Allen Bailey",97,"away",25,2017090700,3409
"2017-09-08T03:14:54Z",36.67,31.71,1.86,0.19,254.12,NA,2495116,"Allen Bailey",97,"away",26,2017090700,3409
"2017-09-08T03:14:54Z",36.5,31.66,1.89,0.18,253.61,NA,2495116,"Allen Bailey",97,"away",27,2017090700,3409
"2017-09-08T03:14:54Z",36.34,31.59,1.84,0.18,251.6,NA,2495116,"Allen Bailey",97,"away",28,2017090700,3409
"2017-09-08T03:14:54Z",36.18,31.48,1.77,0.2,247.99,NA,2495116,"Allen Bailey",97,"away",29,2017090700,3409
"2017-09-08T03:14:54Z",35.99,31.33,1.71,0.24,244.47,NA,2495116,"Allen Bailey",97,"away",30,2017090700,3409
"2017-09-08T03:14:54Z",35.84,31.29,1.71,0.16,241.62,NA,2495116,"Allen Bailey",97,"away",31,2017090700,3409
"2017-09-08T03:14:54Z",35.65,31.11,1.68,0.26,238.47,NA,2495116,"Allen Bailey",97,"away",32,2017090700,3409
"2017-09-08T03:14:54Z",35.49,30.98,1.62,0.21,235.75,NA,2495116,"Allen Bailey",97,"away",33,2017090700,3409
"2017-09-08T03:14:54Z",35.38,30.95,1.65,0.11,232.1,NA,2495116,"Allen Bailey",97,"away",34,2017090700,3409
"2017-09-08T03:14:55Z",35.28,30.94,1.63,0.11,228.74,NA,2495116,"Allen Bailey",97,"away",35,2017090700,3409
"2017-09-08T03:14:55Z",35.2,30.9,1.63,0.09,223.47,NA,2495116,"Allen Bailey",97,"away",36,2017090700,3409
"2017-09-08T03:14:55Z",35.06,30.79,1.64,0.17,219.88,NA,2495116,"Allen Bailey",97,"away",37,2017090700,3409
"2017-09-08T03:14:55Z",34.91,30.66,1.54,0.2,213.53,NA,2495116,"Allen Bailey",97,"away",38,2017090700,3409
"2017-09-08T03:14:55Z",34.78,30.56,1.4,0.17,206.35,NA,2495116,"Allen Bailey",97,"away",39,2017090700,3409
"2017-09-08T03:14:55Z",34.65,30.44,1.34,0.18,197.47,NA,2495116,"Allen Bailey",97,"away",40,2017090700,3409
"2017-09-08T03:14:55Z",34.56,30.29,1.16,0.17,188.6,NA,2495116,"Allen Bailey",97,"away",41,2017090700,3409
"2017-09-08T03:14:55Z",34.54,30.22,1.04,0.07,178.6,NA,2495116,"Allen Bailey",97,"away",42,2017090700,3409
"2017-09-08T03:14:55Z",34.49,30,1.01,0.23,168.67,NA,2495116,"Allen Bailey",97,"away",43,2017090700,3409
"2017-09-08T03:14:55Z",34.47,29.78,1,0.22,158.48,NA,2495116,"Allen Bailey",97,"away",44,2017090700,3409
"2017-09-08T03:14:56Z",34.48,29.53,0.98,0.25,148.78,NA,2495116,"Allen Bailey",97,"away",45,2017090700,3409
"2017-09-08T03:14:56Z",34.45,29.32,1,0.2,136.55,NA,2495116,"Allen Bailey",97,"away",46,2017090700,3409
"2017-09-08T03:14:56Z",34.64,29.16,1.03,0.25,123.09,NA,2495116,"Allen Bailey",97,"away",47,2017090700,3409
"2017-09-08T03:14:56Z",34.87,29.07,1.11,0.25,112.06,NA,2495116,"Allen Bailey",97,"away",48,2017090700,3409
"2017-09-08T03:14:56Z",35.12,28.99,1.23,0.25,102.16,"pass_forward",2495116,"Allen Bailey",97,"away",49,2017090700,3409
"2017-09-08T03:14:56Z",35.34,29.04,1.34,0.23,93.94,NA,2495116,"Allen Bailey",97,"away",50,2017090700,3409
"2017-09-08T03:14:56Z",35.53,29.11,1.44,0.21,88.85,NA,2495116,"Allen Bailey",97,"away",51,2017090700,3409
"2017-09-08T03:14:56Z",35.74,29.17,1.57,0.21,81.07,NA,2495116,"Allen Bailey",97,"away",52,2017090700,3409
"2017-09-08T03:14:56Z",35.94,29.26,1.7,0.22,73.69,NA,2495116,"Allen Bailey",97,"away",53,2017090700,3409
"2017-09-08T03:14:56Z",36.11,29.38,1.86,0.21,66.9,NA,2495116,"Allen Bailey",97,"away",54,2017090700,3409
"2017-09-08T03:14:57Z",36.3,29.49,2.03,0.21,62.22,NA,2495116,"Allen Bailey",97,"away",55,2017090700,3409
"2017-09-08T03:14:57Z",36.47,29.65,2.11,0.23,57.78,NA,2495116,"Allen Bailey",97,"away",56,2017090700,3409
"2017-09-08T03:14:57Z",36.63,29.81,2.17,0.23,54.14,NA,2495116,"Allen Bailey",97,"away",57,2017090700,3409
"2017-09-08T03:14:57Z",36.8,29.97,2.23,0.24,50.63,NA,2495116,"Allen Bailey",97,"away",58,2017090700,3409
"2017-09-08T03:14:57Z",36.97,30.12,2.26,0.22,49.25,NA,2495116,"Allen Bailey",97,"away",59,2017090700,3409
"2017-09-08T03:14:57Z",37.13,30.27,2.29,0.22,48.19,NA,2495116,"Allen Bailey",97,"away",60,2017090700,3409
"2017-09-08T03:14:57Z",37.28,30.44,2.34,0.22,46.78,NA,2495116,"Allen Bailey",97,"away",61,2017090700,3409
"2017-09-08T03:14:57Z",37.41,30.64,2.38,0.24,45.75,NA,2495116,"Allen Bailey",97,"away",62,2017090700,3409
"2017-09-08T03:14:57Z",37.55,30.84,2.41,0.24,45.59,NA,2495116,"Allen Bailey",97,"away",63,2017090700,3409
"2017-09-08T03:14:57Z",37.69,31.03,2.44,0.24,45.17,NA,2495116,"Allen Bailey",97,"away",64,2017090700,3409
"2017-09-08T03:14:58Z",37.86,31.19,2.46,0.23,45.72,NA,2495116,"Allen Bailey",97,"away",65,2017090700,3409
"2017-09-08T03:14:58Z",38.04,31.36,2.47,0.25,46.42,NA,2495116,"Allen Bailey",97,"away",66,2017090700,3409
"2017-09-08T03:14:58Z",38.22,31.54,2.39,0.25,49,NA,2495116,"Allen Bailey",97,"away",67,2017090700,3409
"2017-09-08T03:14:58Z",38.41,31.69,2.42,0.25,49.18,NA,2495116,"Allen Bailey",97,"away",68,2017090700,3409
"2017-09-08T03:14:58Z",38.61,31.87,2.47,0.27,49.19,NA,2495116,"Allen Bailey",97,"away",69,2017090700,3409
"2017-09-08T03:14:58Z",38.81,32.06,2.51,0.28,49.65,NA,2495116,"Allen Bailey",97,"away",70,2017090700,3409
"2017-09-08T03:14:58Z",39,32.25,2.54,0.27,50.84,NA,2495116,"Allen Bailey",97,"away",71,2017090700,3409
"2017-09-08T03:14:58Z",39.21,32.41,2.55,0.26,52.15,NA,2495116,"Allen Bailey",97,"away",72,2017090700,3409
"2017-09-08T03:14:58Z",39.41,32.58,2.56,0.27,53.63,NA,2495116,"Allen Bailey",97,"away",73,2017090700,3409
"2017-09-08T03:14:58Z",39.63,32.73,2.56,0.27,54.61,NA,2495116,"Allen Bailey",97,"away",74,2017090700,3409
"2017-09-08T03:14:59Z",39.86,32.87,2.56,0.27,55.49,NA,2495116,"Allen Bailey",97,"away",75,2017090700,3409
"2017-09-08T03:14:59Z",40.06,32.8,2.56,0.21,56.68,NA,2495116,"Allen Bailey",97,"away",76,2017090700,3409
"2017-09-08T03:14:59Z",40.27,32.98,2.55,0.28,57.5,NA,2495116,"Allen Bailey",97,"away",77,2017090700,3409
"2017-09-08T03:14:59Z",40.5,33.18,2.54,0.31,58.48,NA,2495116,"Allen Bailey",97,"away",78,2017090700,3409
"2017-09-08T03:14:59Z",40.73,33.37,2.52,0.29,59.57,"pass_arrived",2495116,"Allen Bailey",97,"away",79,2017090700,3409
"2017-09-08T03:14:59Z",40.95,33.52,2.51,0.28,60.87,NA,2495116,"Allen Bailey",97,"away",80,2017090700,3409
"2017-09-08T03:14:59Z",41.18,33.65,2.5,0.26,61.77,"first_contact",2495116,"Allen Bailey",97,"away",81,2017090700,3409
"2017-09-08T03:14:59Z",41.4,33.76,2.48,0.25,62.98,NA,2495116,"Allen Bailey",97,"away",82,2017090700,3409
"2017-09-08T03:14:59Z",41.62,33.87,2.46,0.25,64.11,NA,2495116,"Allen Bailey",97,"away",83,2017090700,3409
"2017-09-08T03:14:59Z",41.84,33.97,2.45,0.24,65.23,NA,2495116,"Allen Bailey",97,"away",84,2017090700,3409
"2017-09-08T03:15:00Z",42.07,34.07,2.5,0.24,63.81,"tackle",2495116,"Allen Bailey",97,"away",85,2017090700,3409
"2017-09-08T03:15:00Z",42.29,34.16,2.48,0.24,65.19,NA,2495116,"Allen Bailey",97,"away",86,2017090700,3409
"2017-09-08T03:15:00Z",42.51,34.26,2.45,0.24,66.89,NA,2495116,"Allen Bailey",97,"away",87,2017090700,3409
"2017-09-08T03:15:00Z",42.73,34.36,2.43,0.24,68.49,NA,2495116,"Allen Bailey",97,"away",88,2017090700,3409
"2017-09-08T03:15:00Z",42.96,34.45,2.41,0.24,69.51,NA,2495116,"Allen Bailey",97,"away",89,2017090700,3409
"2017-09-08T03:15:00Z",43.18,34.54,2.41,0.24,70.47,NA,2495116,"Allen Bailey",97,"away",90,2017090700,3409
"2017-09-08T03:15:00Z",43.4,34.61,2.41,0.23,71.37,NA,2495116,"Allen Bailey",97,"away",91,2017090700,3409
"2017-09-08T03:15:00Z",43.62,34.67,2.42,0.23,72.49,NA,2495116,"Allen Bailey",97,"away",92,2017090700,3409
"2017-09-08T03:15:00Z",43.86,34.72,2.43,0.24,73.54,NA,2495116,"Allen Bailey",97,"away",93,2017090700,3409
"2017-09-08T03:15:00Z",44.09,34.78,2.44,0.24,74.3,NA,2495116,"Allen Bailey",97,"away",94,2017090700,3409
"2017-09-08T03:15:01Z",44.32,34.85,2.47,0.24,75.12,NA,2495116,"Allen Bailey",97,"away",95,2017090700,3409
"2017-09-08T03:14:51Z",38.31,25.23,0.02,0,88.49,NA,2495493,"Justin Houston",50,"away",1,2017090700,3409
"2017-09-08T03:14:51Z",38.31,25.23,0.02,0,87.52,NA,2495493,"Justin Houston",50,"away",2,2017090700,3409
"2017-09-08T03:14:51Z",38.32,25.23,0.02,0,86.77,NA,2495493,"Justin Houston",50,"away",3,2017090700,3409
"2017-09-08T03:14:51Z",38.32,25.23,0.02,0,85.76,NA,2495493,"Justin Houston",50,"away",4,2017090700,3409
"2017-09-08T03:14:52Z",38.32,25.23,0.02,0,84.95,NA,2495493,"Justin Houston",50,"away",5,2017090700,3409
"2017-09-08T03:14:52Z",38.33,25.23,0.02,0,84.22,NA,2495493,"Justin Houston",50,"away",6,2017090700,3409
"2017-09-08T03:14:52Z",38.33,25.23,0.02,0,83.77,NA,2495493,"Justin Houston",50,"away",7,2017090700,3409
"2017-09-08T03:14:52Z",38.33,25.23,0.02,0,83.43,NA,2495493,"Justin Houston",50,"away",8,2017090700,3409
"2017-09-08T03:14:52Z",38.34,25.23,0.02,0,82.84,NA,2495493,"Justin Houston",50,"away",9,2017090700,3409
"2017-09-08T03:14:52Z",38.34,25.23,0.02,0,81.3,NA,2495493,"Justin Houston",50,"away",10,2017090700,3409
"2017-09-08T03:14:52Z",38.34,25.23,0.01,0,78.79,NA,2495493,"Justin Houston",50,"away",11,2017090700,3409
"2017-09-08T03:14:52Z",38.34,25.23,0.01,0,70.91,NA,2495493,"Justin Houston",50,"away",12,2017090700,3409
"2017-09-08T03:14:52Z",38.34,25.23,0,0,347.41,NA,2495493,"Justin Houston",50,"away",13,2017090700,3409
"2017-09-08T03:14:52Z",38.35,25.23,0.01,0,261.59,NA,2495493,"Justin Houston",50,"away",14,2017090700,3409
"2017-09-08T03:14:53Z",38.35,25.23,0.04,0,255.59,"ball_snap",2495493,"Justin Houston",50,"away",15,2017090700,3409
"2017-09-08T03:14:53Z",38.35,25.23,0.16,0,250.15,NA,2495493,"Justin Houston",50,"away",16,2017090700,3409
"2017-09-08T03:14:53Z",38.34,25.23,0.34,0,246.35,NA,2495493,"Justin Houston",50,"away",17,2017090700,3409
