"time","x_coords","y_coords","s","dis","dir","event","nflId","displayName","jerseyNumber","team","frame.id","gameId","playId"
"2017-09-08T03:42:18Z",73.61,28.16,1.59,0.17,68.75,"line_set",496723,"Eric Berry",29,"away",1,2017090700,4111
"2017-09-08T03:42:18Z",73.76,28.22,1.55,0.16,68.99,NA,496723,"Eric Berry",29,"away",2,2017090700,4111
"2017-09-08T03:42:18Z",73.91,28.25,1.49,0.16,69.43,NA,496723,"Eric Berry",29,"away",3,2017090700,4111
"2017-09-08T03:42:18Z",74.06,28.3,1.42,0.16,70.32,NA,496723,"Eric Berry",29,"away",4,2017090700,4111
"2017-09-08T03:42:18Z",74.2,28.35,1.36,0.15,70.83,NA,496723,"Eric Berry",29,"away",5,2017090700,4111
"2017-09-08T03:42:19Z",74.33,28.39,1.3,0.14,71,NA,496723,"Eric Berry",29,"away",6,2017090700,4111
"2017-09-08T03:42:19Z",74.47,28.43,1.23,0.14,71.14,NA,496723,"Eric Berry",29,"away",7,2017090700,4111
"2017-09-08T03:42:19Z",74.59,28.47,1.15,0.13,70.8,NA,496723,"Eric Berry",29,"away",8,2017090700,4111
"2017-09-08T03:42:19Z",74.71,28.52,1.08,0.12,70.52,NA,496723,"Eric Berry",29,"away",9,2017090700,4111
"2017-09-08T03:42:19Z",74.81,28.56,1,0.11,69.86,NA,496723,"Eric Berry",29,"away",10,2017090700,4111
"2017-09-08T03:42:19Z",74.92,28.6,0.92,0.11,68.46,NA,496723,"Eric Berry",29,"away",11,2017090700,4111
"2017-09-08T03:42:19Z",75.01,28.63,0.86,0.09,66.81,NA,496723,"Eric Berry",29,"away",12,2017090700,4111
"2017-09-08T03:42:19Z",75.07,28.63,0.79,0.07,66.01,NA,496723,"Eric Berry",29,"away",13,2017090700,4111
"2017-09-08T03:42:19Z",75.14,28.65,0.71,0.07,65.35,NA,496723,"Eric Berry",29,"away",14,2017090700,4111
"2017-09-08T03:42:19Z",75.19,28.69,0.65,0.07,63.26,"ball_snap",496723,"Eric Berry",29,"away",15,2017090700,4111
"2017-09-08T03:42:20Z",75.23,28.71,0.6,0.04,59.45,NA,496723,"Eric Berry",29,"away",16,2017090700,4111
"2017-09-08T03:42:20Z",75.26,28.72,0.57,0.03,54.57,NA,496723,"Eric Berry",29,"away",17,2017090700,4111
"2017-09-08T03:42:20Z",75.28,28.75,0.55,0.03,49.57,NA,496723,"Eric Berry",29,"away",18,2017090700,4111
"2017-09-08T03:42:20Z",75.29,28.78,0.54,0.03,44.21,NA,496723,"Eric Berry",29,"away",19,2017090700,4111
"2017-09-08T03:42:20Z",75.31,28.83,0.53,0.05,38.09,NA,496723,"Eric Berry",29,"away",20,2017090700,4111
