"time","x_coords","y_coords","s","dis","dir","event","nflId","displayName","jerseyNumber","team","frame.id","gameId","playId"
"2017-09-08T03:37:27Z",46.42,29.7,0.04,0,94.56,NA,2506340,"Alex Smith",11,"away",1,2017090700,3940
"2017-09-08T03:37:27Z",46.42,29.7,0.04,0,95.26,NA,2506340,"Alex Smith",11,"away",2,2017090700,3940
"2017-09-08T03:37:27Z",46.43,29.7,0.04,0,96.15,NA,2506340,"Alex Smith",11,"away",3,2017090700,3940
"2017-09-08T03:37:27Z",46.43,29.7,0.04,0,97.42,NA,2506340,"Alex Smith",11,"away",4,2017090700,3940
"2017-09-08T03:37:28Z",46.44,29.7,0.04,0,99.06,NA,2506340,"Alex Smith",11,"away",5,2017090700,3940
"2017-09-08T03:37:28Z",46.44,29.7,0.04,0,100.53,NA,2506340,"Alex Smith",11,"away",6,2017090700,3940
"2017-09-08T03:37:28Z",46.44,29.7,0.04,0,102.19,NA,2506340,"Alex Smith",11,"away",7,2017090700,3940
"2017-09-08T03:37:28Z",46.45,29.7,0.03,0,104.27,NA,2506340,"Alex Smith",11,"away",8,2017090700,3940
"2017-09-08T03:37:28Z",46.45,29.7,0.03,0,107.17,NA,2506340,"Alex Smith",11,"away",9,2017090700,3940
"2017-09-08T03:37:28Z",46.46,29.7,0.02,0,111.93,NA,2506340,"Alex Smith",11,"away",10,2017090700,3940
"2017-09-08T03:37:28Z",46.46,29.7,0.02,0,122.6,NA,2506340,"Alex Smith",11,"away",11,2017090700,3940
"2017-09-08T03:37:28Z",46.47,29.69,0.02,0,222.32,NA,2506340,"Alex Smith",11,"away",12,2017090700,3940
"2017-09-08T03:37:28Z",46.47,29.69,0.12,0,264.24,NA,2506340,"Alex Smith",11,"away",13,2017090700,3940
"2017-09-08T03:37:28Z",46.47,29.69,0.37,0,267.86,NA,2506340,"Alex Smith",11,"away",14,2017090700,3940
"2017-09-08T03:37:29Z",46.47,29.69,0.64,0,269.17,"ball_snap",2506340,"Alex Smith",11,"away",15,2017090700,3940
"2017-09-08T03:37:29Z",46.47,29.69,0.88,0,270.04,NA,2506340,"Alex Smith",11,"away",16,2017090700,3940
"2017-09-08T03:37:29Z",46.47,29.69,1.06,0,270.63,NA,2506340,"Alex Smith",11,"away",17,2017090700,3940
"2017-09-08T03:37:29Z",46.47,29.69,1.21,0,270.82,NA,2506340,"Alex Smith",11,"away",18,2017090700,3940
"2017-09-08T03:37:29Z",46.46,29.69,1.34,0.01,270.72,NA,2506340,"Alex Smith",11,"away",19,2017090700,3940
"2017-09-08T03:37:29Z",46.45,29.69,1.47,0.01,270.6,NA,2506340,"Alex Smith",11,"away",20,2017090700,3940
"2017-09-08T03:37:29Z",46.41,29.69,1.58,0.04,270.57,NA,2506340,"Alex Smith",11,"away",21,2017090700,3940
"2017-09-08T03:37:29Z",46.22,29.68,1.67,0.19,270.63,NA,2506340,"Alex Smith",11,"away",22,2017090700,3940
"2017-09-08T03:37:29Z",45.78,29.68,1.74,0.44,270.7,NA,2506340,"Alex Smith",11,"away",23,2017090700,3940
"2017-09-08T03:37:29Z",45.28,29.68,1.79,0.5,270.87,NA,2506340,"Alex Smith",11,"away",24,2017090700,3940
"2017-09-08T03:37:30Z",44.86,29.7,1.81,0.42,271.15,NA,2506340,"Alex Smith",11,"away",25,2017090700,3940
"2017-09-08T03:37:30Z",44.54,29.72,1.82,0.32,271.42,NA,2506340,"Alex Smith",11,"away",26,2017090700,3940
"2017-09-08T03:37:30Z",44.28,29.73,1.81,0.27,271.78,NA,2506340,"Alex Smith",11,"away",27,2017090700,3940
"2017-09-08T03:37:30Z",44.04,29.73,1.78,0.24,272.31,NA,2506340,"Alex Smith",11,"away",28,2017090700,3940
"2017-09-08T03:37:30Z",43.82,29.72,1.72,0.22,272.98,NA,2506340,"Alex Smith",11,"away",29,2017090700,3940
"2017-09-08T03:37:30Z",43.62,29.72,1.64,0.2,273.84,NA,2506340,"Alex Smith",11,"away",30,2017090700,3940
"2017-09-08T03:37:30Z",43.46,29.73,1.47,0.16,275.37,NA,2506340,"Alex Smith",11,"away",31,2017090700,3940
"2017-09-08T03:37:30Z",43.33,29.73,1.16,0.13,278.2,NA,2506340,"Alex Smith",11,"away",32,2017090700,3940
"2017-09-08T03:37:30Z",43.26,29.74,0.83,0.07,283.4,NA,2506340,"Alex Smith",11,"away",33,2017090700,3940
"2017-09-08T03:37:30Z",43.21,29.76,0.56,0.05,292.86,NA,2506340,"Alex Smith",11,"away",34,2017090700,3940
"2017-09-08T03:37:31Z",43.2,29.77,0.39,0.02,311.51,NA,2506340,"Alex Smith",11,"away",35,2017090700,3940
"2017-09-08T03:37:31Z",43.21,29.79,0.32,0.02,343.74,NA,2506340,"Alex Smith",11,"away",36,2017090700,3940
"2017-09-08T03:37:31Z",43.26,29.82,0.37,0.06,13.42,NA,2506340,"Alex Smith",11,"away",37,2017090700,3940
"2017-09-08T03:37:31Z",43.35,29.85,0.48,0.09,30.2,NA,2506340,"Alex Smith",11,"away",38,2017090700,3940
"2017-09-08T03:37:31Z",43.46,29.88,0.6,0.12,38.68,NA,2506340,"Alex Smith",11,"away",39,2017090700,3940
"2017-09-08T03:37:31Z",43.59,29.93,0.73,0.14,41.65,NA,2506340,"Alex Smith",11,"away",40,2017090700,3940
"2017-09-08T03:37:31Z",43.72,29.97,0.86,0.14,41.96,NA,2506340,"Alex Smith",11,"away",41,2017090700,3940
"2017-09-08T03:37:31Z",43.84,30.03,0.97,0.13,40.53,NA,2506340,"Alex Smith",11,"away",42,2017090700,3940
"2017-09-08T03:37:31Z",43.94,30.09,1.07,0.12,38.62,"pass_forward",2506340,"Alex Smith",11,"away",43,2017090700,3940
"2017-09-08T03:37:31Z",44.03,30.17,1.17,0.13,36.17,NA,2506340,"Alex Smith",11,"away",44,2017090700,3940
"2017-09-08T03:37:32Z",44.12,30.26,1.27,0.13,33.63,NA,2506340,"Alex Smith",11,"away",45,2017090700,3940
"2017-09-08T03:37:32Z",44.19,30.36,1.36,0.12,30.92,NA,2506340,"Alex Smith",11,"away",46,2017090700,3940
"2017-09-08T03:37:32Z",44.25,30.46,1.45,0.12,28.22,NA,2506340,"Alex Smith",11,"away",47,2017090700,3940
"2017-09-08T03:37:32Z",44.3,30.57,1.54,0.12,25.49,"pass_arrived",2506340,"Alex Smith",11,"away",48,2017090700,3940
"2017-09-08T03:37:32Z",44.33,30.71,1.63,0.14,22.97,NA,2506340,"Alex Smith",11,"away",49,2017090700,3940
"2017-09-08T03:37:32Z",44.36,30.88,1.73,0.17,21.05,"pass_outcome_caught",2506340,"Alex Smith",11,"away",50,2017090700,3940
"2017-09-08T03:37:32Z",44.39,31.06,1.83,0.19,19.63,NA,2506340,"Alex Smith",11,"away",51,2017090700,3940
"2017-09-08T03:37:32Z",44.42,31.26,1.93,0.2,18.78,NA,2506340,"Alex Smith",11,"away",52,2017090700,3940
"2017-09-08T03:37:32Z",44.44,31.47,2.02,0.21,18.18,NA,2506340,"Alex Smith",11,"away",53,2017090700,3940
"2017-09-08T03:37:32Z",44.47,31.69,2.11,0.22,17.95,NA,2506340,"Alex Smith",11,"away",54,2017090700,3940
"2017-09-08T03:37:33Z",44.52,31.92,2.2,0.23,18.14,NA,2506340,"Alex Smith",11,"away",55,2017090700,3940
"2017-09-08T03:37:33Z",44.59,32.15,2.3,0.24,18.55,NA,2506340,"Alex Smith",11,"away",56,2017090700,3940
"2017-09-08T03:37:33Z",44.66,32.39,2.38,0.25,19.39,"first_contact",2506340,"Alex Smith",11,"away",57,2017090700,3940
"2017-09-08T03:37:33Z",44.74,32.63,2.45,0.25,20.5,NA,2506340,"Alex Smith",11,"away",58,2017090700,3940
"2017-09-08T03:37:33Z",44.84,32.87,2.51,0.27,21.59,NA,2506340,"Alex Smith",11,"away",59,2017090700,3940
"2017-09-08T03:37:33Z",44.94,33.13,2.57,0.28,22.65,NA,2506340,"Alex Smith",11,"away",60,2017090700,3940
"2017-09-08T03:37:33Z",45.05,33.38,2.61,0.27,23.78,NA,2506340,"Alex Smith",11,"away",61,2017090700,3940
"2017-09-08T03:37:33Z",45.17,33.63,2.64,0.28,25.05,"tackle",2506340,"Alex Smith",11,"away",62,2017090700,3940
"2017-09-08T03:37:33Z",45.29,33.88,2.67,0.28,26.16,NA,2506340,"Alex Smith",11,"away",63,2017090700,3940
"2017-09-08T03:37:33Z",45.43,34.12,2.69,0.28,26.94,NA,2506340,"Alex Smith",11,"away",64,2017090700,3940
"2017-09-08T03:37:34Z",45.56,34.38,2.7,0.29,27.69,NA,2506340,"Alex Smith",11,"away",65,2017090700,3940
"2017-09-08T03:37:34Z",45.72,34.61,2.7,0.28,28.44,NA,2506340,"Alex Smith",11,"away",66,2017090700,3940
"2017-09-08T03:37:34Z",45.88,34.84,2.7,0.28,29.12,NA,2506340,"Alex Smith",11,"away",67,2017090700,3940
"2017-09-08T03:37:34Z",46.03,35.08,2.69,0.28,29.61,NA,2506340,"Alex Smith",11,"away",68,2017090700,3940
"2017-09-08T03:37:34Z",46.17,35.33,2.66,0.28,30.09,NA,2506340,"Alex Smith",11,"away",69,2017090700,3940
"2017-09-08T03:37:34Z",46.31,35.56,2.63,0.27,30.37,NA,2506340,"Alex Smith",11,"away",70,2017090700,3940
"2017-09-08T03:37:34Z",46.45,35.78,2.6,0.27,30.55,NA,2506340,"Alex Smith",11,"away",71,2017090700,3940
"2017-09-08T03:37:34Z",46.59,36,2.56,0.26,30.66,NA,2506340,"Alex Smith",11,"away",72,2017090700,3940
"2017-09-08T03:37:27Z",50.25,26.81,0,0,87.58,NA,2532945,"Mitchell Schwartz",71,"away",1,2017090700,3940
"2017-09-08T03:37:27Z",50.25,26.81,0,0,103.08,NA,2532945,"Mitchell Schwartz",71,"away",2,2017090700,3940
"2017-09-08T03:37:27Z",50.25,26.81,0,0,120.65,NA,2532945,"Mitchell Schwartz",71,"away",3,2017090700,3940
"2017-09-08T03:37:27Z",50.25,26.81,0,0,142.27,NA,2532945,"Mitchell Schwartz",71,"away",4,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0,0,173.26,NA,2532945,"Mitchell Schwartz",71,"away",5,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0,0,212.68,NA,2532945,"Mitchell Schwartz",71,"away",6,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.01,0,237.99,NA,2532945,"Mitchell Schwartz",71,"away",7,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.01,0,247.92,NA,2532945,"Mitchell Schwartz",71,"away",8,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.02,0,247.77,NA,2532945,"Mitchell Schwartz",71,"away",9,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.09,0,245.96,NA,2532945,"Mitchell Schwartz",71,"away",10,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.29,0,246.36,NA,2532945,"Mitchell Schwartz",71,"away",11,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.54,0,248.93,NA,2532945,"Mitchell Schwartz",71,"away",12,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.77,0,250.52,NA,2532945,"Mitchell Schwartz",71,"away",13,2017090700,3940
"2017-09-08T03:37:28Z",50.25,26.81,0.95,0,252.65,NA,2532945,"Mitchell Schwartz",71,"away",14,2017090700,3940
"2017-09-08T03:37:29Z",50.25,26.81,1.11,0,255.6,"ball_snap",2532945,"Mitchell Schwartz",71,"away",15,2017090700,3940
"2017-09-08T03:37:29Z",50.24,26.81,1.26,0.01,257.73,NA,2532945,"Mitchell Schwartz",71,"away",16,2017090700,3940
"2017-09-08T03:37:29Z",50.23,26.8,1.41,0.01,258.89,NA,2532945,"Mitchell Schwartz",71,"away",17,2017090700,3940
"2017-09-08T03:37:29Z",50.21,26.8,1.57,0.02,259.74,NA,2532945,"Mitchell Schwartz",71,"away",18,2017090700,3940
"2017-09-08T03:37:29Z",50.1,26.75,1.73,0.12,262.21,NA,2532945,"Mitchell Schwartz",71,"away",19,2017090700,3940
"2017-09-08T03:37:29Z",49.78,26.61,1.9,0.35,265.07,NA,2532945,"Mitchell Schwartz",71,"away",20,2017090700,3940
"2017-09-08T03:37:29Z",49.35,26.46,2.07,0.46,267.26,NA,2532945,"Mitchell Schwartz",71,"away",21,2017090700,3940
"2017-09-08T03:37:29Z",48.94,26.35,2.24,0.42,268.61,NA,2532945,"Mitchell Schwartz",71,"away",22,2017090700,3940
"2017-09-08T03:37:29Z",48.62,26.3,2.4,0.33,270,NA,2532945,"Mitchell Schwartz",71,"away",23,2017090700,3940
"2017-09-08T03:37:29Z",48.32,26.31,2.57,0.3,271.44,NA,2532945,"Mitchell Schwartz",71,"away",24,2017090700,3940
"2017-09-08T03:37:30Z",48.04,26.33,2.7,0.28,273.13,NA,2532945,"Mitchell Schwartz",71,"away",25,2017090700,3940
"2017-09-08T03:37:30Z",47.76,26.32,2.84,0.28,274.84,NA,2532945,"Mitchell Schwartz",71,"away",26,2017090700,3940
"2017-09-08T03:37:30Z",47.47,26.3,2.98,0.29,276.49,NA,2532945,"Mitchell Schwartz",71,"away",27,2017090700,3940
"2017-09-08T03:37:30Z",47.17,26.39,3.07,0.3,278.61,NA,2532945,"Mitchell Schwartz",71,"away",28,2017090700,3940
"2017-09-08T03:37:30Z",46.85,26.51,3.05,0.35,282.01,NA,2532945,"Mitchell Schwartz",71,"away",29,2017090700,3940
"2017-09-08T03:37:30Z",46.52,26.63,2.98,0.34,285.65,NA,2532945,"Mitchell Schwartz",71,"away",30,2017090700,3940
"2017-09-08T03:37:30Z",46.21,26.71,2.91,0.32,289.14,NA,2532945,"Mitchell Schwartz",71,"away",31,2017090700,3940
"2017-09-08T03:37:30Z",45.92,26.81,2.89,0.31,291.54,NA,2532945,"Mitchell Schwartz",71,"away",32,2017090700,3940
"2017-09-08T03:37:30Z",45.63,26.92,2.84,0.32,293.88,NA,2532945,"Mitchell Schwartz",71,"away",33,2017090700,3940
"2017-09-08T03:37:30Z",45.38,27.07,2.81,0.29,295.79,NA,2532945,"Mitchell Schwartz",71,"away",34,2017090700,3940
"2017-09-08T03:37:31Z",45.13,27.24,2.81,0.3,297.31,NA,2532945,"Mitchell Schwartz",71,"away",35,2017090700,3940
"2017-09-08T03:37:31Z",44.88,27.4,2.75,0.31,298.81,NA,2532945,"Mitchell Schwartz",71,"away",36,2017090700,3940
"2017-09-08T03:37:31Z",44.64,27.57,2.65,0.3,298.68,NA,2532945,"Mitchell Schwartz",71,"away",37,2017090700,3940
"2017-09-08T03:37:31Z",44.4,27.75,2.49,0.29,298.22,NA,2532945,"Mitchell Schwartz",71,"away",38,2017090700,3940
"2017-09-08T03:37:31Z",44.19,27.91,2.33,0.27,297.8,NA,2532945,"Mitchell Schwartz",71,"away",39,2017090700,3940
"2017-09-08T03:37:31Z",43.99,28.07,2.15,0.26,297.31,NA,2532945,"Mitchell Schwartz",71,"away",40,2017090700,3940
"2017-09-08T03:37:31Z",43.78,28.21,1.96,0.25,296.23,NA,2532945,"Mitchell Schwartz",71,"away",41,2017090700,3940
"2017-09-08T03:37:31Z",43.64,28.39,1.74,0.23,293.78,NA,2532945,"Mitchell Schwartz",71,"away",42,2017090700,3940
"2017-09-08T03:37:31Z",43.48,28.53,1.52,0.22,289.38,"pass_forward",2532945,"Mitchell Schwartz",71,"away",43,2017090700,3940
"2017-09-08T03:37:31Z",43.27,28.64,1.29,0.23,284.45,NA,2532945,"Mitchell Schwartz",71,"away",44,2017090700,3940
"2017-09-08T03:37:32Z",43.12,28.69,1.06,0.15,275.96,NA,2532945,"Mitchell Schwartz",71,"away",45,2017090700,3940
"2017-09-08T03:37:32Z",43,28.67,0.88,0.13,263.5,NA,2532945,"Mitchell Schwartz",71,"away",46,2017090700,3940
"2017-09-08T03:37:32Z",42.89,28.64,0.76,0.11,244.08,NA,2532945,"Mitchell Schwartz",71,"away",47,2017090700,3940
"2017-09-08T03:37:32Z",42.82,28.58,0.74,0.09,221.29,"pass_arrived",2532945,"Mitchell Schwartz",71,"away",48,2017090700,3940
"2017-09-08T03:37:32Z",42.77,28.49,0.8,0.11,204.14,NA,2532945,"Mitchell Schwartz",71,"away",49,2017090700,3940
"2017-09-08T03:37:32Z",42.76,28.37,0.91,0.12,189.35,"pass_outcome_caught",2532945,"Mitchell Schwartz",71,"away",50,2017090700,3940
"2017-09-08T03:37:32Z",42.77,28.18,1.09,0.18,179.46,NA,2532945,"Mitchell Schwartz",71,"away",51,2017090700,3940
"2017-09-08T03:37:32Z",42.8,27.98,1.26,0.21,172.03,NA,2532945,"Mitchell Schwartz",71,"away",52,2017090700,3940
"2017-09-08T03:37:32Z",42.89,27.81,1.42,0.19,165.11,NA,2532945,"Mitchell Schwartz",71,"away",53,2017090700,3940
"2017-09-08T03:37:32Z",42.99,27.6,1.55,0.23,160.34,NA,2532945,"Mitchell Schwartz",71,"away",54,2017090700,3940
"2017-09-08T03:37:33Z",43.08,27.4,1.65,0.22,156.19,NA,2532945,"Mitchell Schwartz",71,"away",55,2017090700,3940
"2017-09-08T03:37:33Z",43.2,27.16,1.74,0.26,152.88,NA,2532945,"Mitchell Schwartz",71,"away",56,2017090700,3940
"2017-09-08T03:37:33Z",43.32,26.92,1.79,0.27,150.7,"first_contact",2532945,"Mitchell Schwartz",71,"away",57,2017090700,3940
"2017-09-08T03:37:33Z",43.4,26.76,1.83,0.18,148.04,NA,2532945,"Mitchell Schwartz",71,"away",58,2017090700,3940
"2017-09-08T03:37:33Z",43.52,26.59,1.85,0.2,145.3,NA,2532945,"Mitchell Schwartz",71,"away",59,2017090700,3940
"2017-09-08T03:37:33Z",43.65,26.43,1.84,0.21,142.27,NA,2532945,"Mitchell Schwartz",71,"away",60,2017090700,3940
